Sexo Masa Per_abdo Long_pie Long_man Estatura
Hom 50.7 72.5 22.6 16.5 156.7
Hom 51.4 73.9 25.2 18.2 166.7
Hom 71.3 83.1 25.5 19 175.4
Hom 73.6 78.3 26.1 20.4 172.5
Hom 64.9 76.1 24.8 18.4 170
Hom 78.7 86.3 25.5 18 174.7
Hom 48.8 66.2 25.3 18.5 164.8
Hom 66.6 76.6 24.7 18.5 171.9
Hom 68.1 88.5 24.7 17.8 159.7
Hom 67 81.5 23.8 16.5 163.2
Hom 71.2 82.4 24.9 17.9 170.5
Hom 69 74.3 25.2 17.8 177.9
Hom 74.5 84.4 25.5 18 171.4
Hom 64.1 79 24.6 18.1 173.5
Hom 66.7 81 26.4 18.6 165.8
Hom 76.2 82.4 25.1 18.3 172.2
Hom 70.7 90.4 25.9 18.4 165.6
Hom 53.8 71.6 23.9 17.3 157.3
Hom 60.8 74.6 25.2 18.2 168.6
Hom 77.9 81.2 26.9 19.3 174.1
Hom 74.4 79 26.6 19.6 178
Hom 62.6 73.9 25.6 18 164.9
Hom 55.6 73.1 24 18.4 167.1
Hom 58 72.6 25.7 18.6 182.7
Hom 68.2 82 25.7 18.1 177.5
Hom 48.7 69.8 22.5 16.7 157.8
Hom 66 90.3 24 17.1 163.7
Hom 55.7 74.2 23.6 17.4 163.2
Hom 64 79.2 24.1 18.1 162.7
Hom 71.6 82 26.3 18.4 180.9
Hom 71.7 79.8 24.9 18.2 166.4
Hom 67.2 85 24 18 170.6
Hom 56.7 76.3 24.2 18.2 163
Hom 52 71.6 23.5 17.3 159.2
Hom 79.6 86.4 25.9 18.2 165.1
Hom 52.5 71.4 24.1 17 159.4
Hom 62.7 77.5 24 17.8 162
Hom 66.7 76.2 25.2 18.2 166.9
Hom 71.2 91.4 24.5 16.9 161.2
Hom 81.3 90.3 25.2 18.4 169.6
Hom 52.6 69.6 24.2 18 160.9
Hom 75.1 88.3 26 19.1 172.4
Hom 79.8 96.8 26 19.1 174.4
Hom 63 77.6 25.4 19 169.1
Hom 69.6 81.5 23.6 17.1 168.4
Hom 68 78.5 25.1 19 179.2
Hom 64.7 83.5 24.5 17.5 162.3
Hom 52.4 75.7 22.1 17.1 157.6
Hom 75 88.1 24.1 17.3 166.6
Hom 74.6 89.3 23.7 17.4 164.2
Hom 69.3 86.4 25 17.5 168.8
Hom 64.4 82.2 25.5 18.1 169.5
Hom 82.3 104 24.8 18.4 170.3
Hom 80.2 86.2 27.3 19.1 177.4
Hom 59.1 77.2 23.2 16.7 161.3
Hom 70.3 76.9 26.6 19.8 175.7
Hom 69.7 86.9 24.4 17.2 164.6
Hom 51 72 23.5 16.4 154.9
Hom 71.1 81.9 25.6 18.1 167.5
Hom 46.4 68.4 23.6 16.9 161.4
Hom 59.2 77.5 24.2 16.8 159.5
Hom 54.8 69.5 25.2 17.3 170.4
Hom 61.5 74.6 24.7 18.3 168.7
Hom 62.8 84.2 25.5 18.1 172.9
Hom 69.2 87 25.1 18 163.4
Hom 54.9 67.1 25.5 18.2 171.4
Hom 61 83.4 24.2 18.2 159.4
Hom 46.6 67.3 23 16.6 155.9
Hom 51.6 71.8 25 18.2 168.5
Hom 63.5 80.5 24.6 17.1 169.6
Hom 68.2 90.5 24.9 19.3 158.8
Hom 78.1 92.5 24.1 18 171.3
Hom 63.6 88.5 24.5 18 157.9
Hom 64.5 77.5 25.5 18.5 168.6
Hom 61.1 72 26.6 19.7 172.4
Hom 60.1 82.3 25.6 19 163.1
Hom 66.2 78.7 26.6 19.1 174.5
Hom 65.1 81 25.2 19 166.4
Hom 71.7 76.7 25.9 18.2 172.7
Hom 63.9 75.6 24.9 18.6 173.1
Hom 58 70.2 26.3 18.9 174.2
Hom 59 80.5 23.3 17.9 151.7
Hom 68.7 81.5 23.7 17.9 165.1
Hom 65.4 77.2 25.8 18.1 167.2
Hom 73.5 83.9 26.3 19.6 169.5
Hom 54.4 77.1 23.9 17.7 159.3
Hom 55.7 82 22.2 16.4 152.5
Hom 74.8 85.2 26.6 19.5 175.6
Hom 61.3 84.6 23.6 17.1 157.8
Hom 62.4 75.4 27 20.5 175.3
Hom 59.9 70.3 24.7 17.8 168.6
Hom 59 81.4 23 17.1 156.7
Hom 59.8 81.6 23.5 17.1 158.5
Hom 69.6 82.7 24.9 18.1 175.7
Hom 56.4 74.9 23.7 17.5 168.2
Hom 64.1 82.4 25.9 18.2 166.4
Hom 71.8 91.1 23.4 16.8 158.3
Muj 86.2 99.6 24.6 18 163.2
Muj 53.4 72.5 23.2 16.1 154.7
Muj 70.8 90.3 22.9 16.4 152.8
Muj 63.7 75.9 24.4 18.6 164
Muj 67.7 77.9 22.8 16.5 153.3
Muj 71.9 86.1 22.9 17.2 158.7
Muj 66.6 86.2 22.8 16.1 153.2
Muj 72.6 92 22.7 16.5 158.4
Muj 76.7 88.9 22.9 16.7 151.1
Muj 74.9 86.6 24 17.2 160
Muj 70.7 86.8 23.6 17 156.4
Muj 69.2 86.2 23 17.1 156.7
Muj 63.4 71.2 22.7 16.9 168.2
Muj 71.6 74.6 26 18.3 174.6
Muj 67.9 76.7 24.7 18.5 161.6
Muj 54.4 76.6 23.5 17.7 164.5
Muj 93.6 96.8 24.7 18.2 164.9
Muj 59.2 77 23.4 17.1 161.4
Muj 68.6 81.5 22.6 16.8 154.9
Muj 61.8 70.7 23.7 17.4 166.6
Muj 76.9 84 23.4 16 160.4
Muj 67 73.8 23.1 16.8 159.8
Muj 59.9 77 22.7 16.3 149.7
Muj 51.1 67.8 21.3 16.3 152.4
Muj 58.5 65.7 24.9 18.1 164.6
Muj 46.9 66.4 21.3 15.4 151.6
Muj 56.2 71.6 22.3 15.9 154.6
Muj 69.3 89 24.3 17.4 151.5
Muj 67.5 82.7 23.1 16.6 158.7
Muj 59 73.8 22.7 17.1 155.9
Muj 51.1 69.1 24.2 17.1 160.5
Muj 51.6 70.3 22 16.2 151.5
Muj 59.7 72.9 23.7 17.3 164.9
Muj 50.5 69.2 23.4 18 158.2
Muj 70.4 86.7 23.1 17 158.7
Muj 42.7 62.8 22.9 16 150.3
Muj 51.1 67.3 22.5 16.5 155.8
Muj 48.7 74.2 21.7 16.4 154.2
Muj 59.7 69.2 23 17 164.9
Muj 45.3 61.7 22.6 16.5 152.7
Muj 51.4 67.2 22.6 17.2 163
Muj 50.4 68.4 23.1 16.9 158
Muj 59 75.3 23.5 17.1 158
Muj 45 66.2 22.8 16 157.4
Muj 45.7 67.3 21.8 16.1 152.8
Muj 59.6 68.1 23.4 17.5 163.1
Muj 55.5 70 22.1 17.3 161.4
Muj 56.7 69.5 22.8 16.6 156.9
Muj 49.1 64.7 23.6 17.6 161.8
Muj 57.7 75.5 23.4 17.2 157.6
Muj 66.4 83.6 23.1 16.8 157.2
Muj 46.8 62.6 21.5 16 152.8
Muj 83 93.1 22.7 16.5 155.6
Muj 46.9 66.1 22.4 16.8 152.7
Muj 60.5 78.8 24.1 17.4 162
Muj 61.7 80.1 23.5 17.6 160.5
Muj 54.7 69.3 23.8 16.7 160
Muj 71.1 79.4 22.8 17.9 165
Muj 61.6 77 23.7 17.5 161
Muj 54.7 64.9 23.9 16.9 161.4
Muj 44.1 66.6 20.5 15.4 148
Muj 83.5 92.5 24.1 17.9 164.6
Muj 57.4 70.9 23.2 17.4 159.7
Muj 54 69.6 23.5 16.7 160.2
Muj 43.8 61.6 22.7 17.3 152.8
Muj 59.7 78.9 23.9 17.4 159.1
Muj 48.3 68.8 22.1 15.8 155.3
Muj 56.7 70.7 22 16.1 158.7
Muj 54.9 69.2 22.8 16.7 160.7
Muj 55.6 72.9 23.3 16.6 159.1
Muj 58.7 68.7 23.2 16.8 163.5
Muj 57.8 74.3 22.4 17.1 154.5
Muj 52.3 70.4 22.4 16.5 152.5
Muj 65.9 85.1 24.2 17.9 159.6
Muj 72.1 89.9 23 17.7 160.1
Muj 57.8 70 23.9 17.7 166.9
Muj 53.8 67 23.7 17.1 158.9
Muj 61 80.1 23 16.8 152.1
Muj 43.9 59.6 21.1 16.4 154.1
Muj 57.9 72 22.6 15.8 156.7
Muj 86.1 93.4 24.2 17.8 169.6
Muj 59.6 82 23.8 17.2 157.1
Muj 70.4 83.8 25.3 19.1 171
Muj 69.1 80.1 24 17.7 158.6
Muj 62.2 78.2 25.5 17.9 164.9
Muj 66.8 83.6 22.7 17 156.9
Muj 79 87.3 24.6 18 166.7
Muj 62.6 74.5 24.4 17.3 165.7
Muj 62.7 86.5 22.8 16.6 160.7
Muj 64.6 81.8 23.4 17.4 157.7
Muj 75.1 86 24.9 18.2 161.8
Muj 46.4 65.9 23.1 16.3 154.8
Muj 81.4 98.6 22.4 16.4 153.8
Muj 50.4 66.3 23.7 16.8 158.9
Muj 55.7 70 25 17.9 164.1
Muj 56.3 76.6 24 18.1 157.1
Muj 66 82.5 22.7 15.9 157.9
Muj 48.9 72.9 22 15.1 148.2
Muj 58.8 75.7 22.2 15.7 154.1
Muj 59.5 80.6 23.7 17.3 154.7
Muj 83.9 87.5 25.4 17.1 168.4
Muj 71.8 79.5 24.5 17.6 163.5
Muj 76.1 79.6 24.8 17.3 162.2
Muj 55.3 71.8 23.8 16.6 158.5
Muj 67.7 84 23.6 17.5 155.6
Muj 61.1 82.4 22.5 16 150.6
Muj 82 94.5 24.3 17.3 161.7
Muj 61.1 78.5 23.5 17.5 163.7
Muj 55.3 76 22 15.6 151.4
Muj 57.2 83.9 21.5 15.7 148.3
Muj 62.9 81.3 25.2 17.7 159.2
Muj 65.4 90.3 22.1 15.9 153.9
Muj 60.3 69.9 23.8 17.8 167.5
Muj 85.7 104.5 23.9 17 159.3
Muj 50.7 73.8 23.2 16.7 153.6
Muj 58.3 78.3 25.1 17.7 163.3
Muj 59.2 77.2 23.6 17.2 153.5
Muj 54.3 70.3 23.8 17.3 156.5
Muj 68.9 82.4 24.8 17 163.7
Muj 56.4 72.4 22.6 16.9 162.3
Muj 54.6 65.5 25.9 18.4 166.4
Muj 63.7 82.4 24.8 17.9 163.9
Muj 56.3 77.6 23.5 16.2 158.1
Muj 62.4 71.3 24 17.8 161.9
Muj 90.8 88.5 25.8 19 173.6
Muj 78.2 80 25.5 19 170.5
Muj 59.7 74.3 24 17.9 153
Muj 58.4 74.1 23.2 17.1 158.6
Muj 61.4 79.8 24 17.6 159.2
Muj 57.5 74.4 22.6 17.1 153.6
Muj 57.4 75.2 22.8 16.5 158.3
Muj 70.7 91 23.7 17.1 162.8
Muj 89.7 96.6 24.2 18.7 167.3
Muj 59.9 79.1 22.6 16.4 151.4
Muj 49.7 61.7 20.9 15.2 150.6
Muj 84.9 85.8 26.2 19.4 177.4
Muj 71.4 83 22.5 17 153.4
Muj 66.6 72.7 23.3 18.3 163.2
Muj 81.4 87.1 24.1 17.8 159.4
Muj 68 77.4 21 16.4 150.9
Muj 62.5 76 22.5 17.1 152.5
Muj 57.6 72.5 23.2 16.2 155.7
Muj 50.3 72.1 22.4 17.1 155.8
Muj 57 75.6 22.7 17.3 154
Muj 51.9 70 24.1 17.3 157.5
Muj 51 78.1 21.3 16 149.1
Muj 63.7 74.3 23.4 17.7 158.9
Muj 48.3 64.1 24.1 17.1 165.2
Muj 61.5 85.1 21.9 16.8 153.4
Muj 71.5 94.5 23.1 16.9 155.1
Muj 76 83 25 18.3 170.2
Muj 61.3 68.5 22.9 16.9 159.6
Muj 83 92.7 24.1 18.1 166.3
Muj 61.1 74.5 22.9 17.6 157.4
Muj 56.7 76.5 22.8 16.9 159.8
Muj 61.6 85.1 23.3 17.2 155.6
Muj 61.9 81.6 23.7 16.2 151.8
Muj 68.6 70.6 24.4 17.8 163.2
Muj 49 68.6 21.2 15.8 143.1
Muj 53.1 66.3 22.4 16.5 151.5
Muj 82.7 95.1 24.9 17 162.4
Muj 95.4 106.7 23.7 17.3 154.4
Muj 64.3 74.7 23.8 17.5 156.9
Muj 65.8 80.7 23.9 18 160.8
Muj 68.5 90.3 22.6 16.7 150.1
Muj 57.7 77.8 22.2 15.6 150.1
Muj 65.8 81 24.3 17.5 164.4
Muj 62.6 75.6 23.9 16.8 158.7
Muj 66.2 92 22.2 16.4 149.9
Muj 46.2 64 23.3 17 153.4
Muj 60.8 75.5 24.2 17.4 156.9
Muj 68.2 83.3 22.9 17.5 153
Muj 54 70 25.2 18 166.9
Muj 64.5 80 23.3 17.2 162.7
Muj 71.8 91.3 23 17.1 154.3
Muj 76.4 86.3 23.9 17.4 159.4
Muj 65.6 93.6 22.3 14.9 151
Muj 43 64.4 22 15.3 149.1
Muj 82.6 89.2 23.3 17 158.6
Muj 43.4 61 23.6 17.1 155.1
Muj 49.8 72.3 21.5 15.1 149
Muj 58.7 75.5 24 17.1 154.5
Muj 87.8 96 25.8 18.4 171.4
Muj 70.5 80 24.5 17.9 164.6
Muj 75.9 86.6 22.8 16.1 156
Muj 101.8 97.4 25.8 19.1 166.2
Muj 76.8 92.6 23.4 17.6 157.4
Muj 81.8 97.1 24.3 18 154.7
Muj 58.3 74.3 22.1 16 148.6
Muj 67.5 82.1 24.5 18.5 158.6
Muj 57.3 76.5 22.8 16.1 150.4
Muj 42.7 62.1 20.6 14.6 145.5
Muj 49.4 67.3 22.2 15.8 150.7
Muj 53.4 67.7 24.7 17.1 166.8
Muj 51.6 63 22.2 16.4 150
Muj 48.4 67.9 22 16 146.4
Muj 54.5 67.1 24.2 17.4 166.1
Muj 59.3 65.7 23.5 16.2 163.7
Muj 61.8 74.3 22 16.1 152.1
Muj 63.8 77.1 24.1 17.3 157.3
Muj 45.2 64 22.5 16.6 158
Muj 47.9 69 20.5 15.2 145.9
Muj 70.4 80 23.5 18.3 159.7
Muj 66 82.3 22.9 16.4 154.3
Muj 59.2 73.5 24.1 17.3 161.4
Muj 48.8 69.4 22 16.4 151.1
Muj 61.2 83.2 21.9 16 151
Muj 72 89.9 22.4 16 157
Muj 52.3 66.2 22.3 15.9 156.6
Muj 44.2 60.1 22.1 15.9 149.7
Muj 45 60.5 22.2 16 155.4
Muj 60 72.4 24.3 17 158.1
Muj 55.2 77.2 21.4 15.7 150.1
Muj 60.3 78 22.9 16.2 155
Muj 48.9 72.1 22.9 16.4 151.8
Muj 66.6 81.4 24.1 17.5 152.3
Muj 51.9 67.1 22.1 16.2 159.7
Muj 46.9 65 22.3 16.3 158.1
Muj 45.2 60.8 21.7 15.5 151.8
Muj 53.3 64.4 24.2 17.2 159.8
Muj 53.9 67.7 23.8 16.8 156.6
Muj 59.7 73.7 24.9 17.9 159.7
Muj 62.6 74.7 23.3 16.9 164.4
Muj 55.7 75.3 22.7 17 153.2
Muj 53.8 71.2 22.5 16.7 157.4
Muj 73.4 97.4 22.5 15.8 154.5
Muj 57.8 71 24.6 17.7 156.5
Muj 57.6 72.3 22.3 15.9 157.7
Muj 59.9 69.5 24.5 17.4 168.5
Muj 65.8 82.4 23 17 157.6
Muj 77.7 91.7 23.2 16.5 154.7
Muj 59.6 68.3 24.7 18.1 161.8
Muj 50.8 60.4 21.6 15.4 148.2
Muj 56.4 74.5 21.9 16 155.3
Muj 57.1 74.8 24.6 17.5 167
Muj 51 73.4 22.1 16.8 156.4
Muj 62.6 75.9 23.4 16.6 159
Muj 71.3 77.6 24 16.6 165.3
Muj 56.8 69.6 23.5 18.3 166.2
Muj 64.6 77.5 23.5 17.2 158.6
Muj 69.1 86.5 22.5 16.5 150.5
Muj 55.1 71.5 21.6 15.8 151.5
Muj 69.3 86.3 22.9 16.5 157.1
Muj 55.5 67.2 24.2 17.2 162.1
Muj 67.7 82.5 25.4 18.3 162.7
Muj 61.1 77.2 22.2 16.3 155.6
Muj 60.5 79.5 23.7 17.7 156.9
Muj 62.2 72.7 23.9 17.2 156.2
Muj 61.2 73.5 24 16.6 164.3
Muj 51.5 64.4 22.6 17.4 157.6
Muj 58 74.6 23 16.6 162.1
Muj 57.3 82.6 22.6 16.6 157.5
Muj 52.3 79.7 21 16.1 144.7
Muj 56.9 72.1 23.3 17.6 162.9
Muj 71.7 95.6 23.4 17.8 155.2
Muj 49.6 63.9 22.7 17.4 158.7
Muj 66.2 89.6 23 16.5 155.1
Muj 44.5 74 20.6 15.5 147.6
Muj 71 95.8 23.5 16.6 150.1
Muj 56.7 74.3 23.1 17.5 159
Muj 53.8 72.6 23.9 16.1 161.2
Muj 62.3 73.6 23.9 17.1 163.4
Muj 59.1 82.5 21.2 15.8 145.3
Muj 45.9 65.4 21.5 16.5 154.5
Muj 65.8 78.4 22.8 17.4 156.8
Muj 62.1 82.3 21.6 17.4 151.7
Muj 53.2 70 24.6 17.5 157.6
Muj 77.1 87.5 21.5 17.4 158.1
Muj 63.4 78.2 22.7 16.6 160.2
Muj 64.3 87.6 22.3 15.7 148
Muj 60.4 83.5 22.9 16.3 153.4
Muj 70.2 83.6 23.5 17.2 157.1
Muj 58.3 77.8 24 17.9 158.5
Muj 54.1 74.3 21.5 16.3 150.8
Muj 54.5 70.5 22.1 16.6 152.4
Muj 66.8 85.2 21.8 15.5 150.4
Muj 61.2 80.8 24.3 17.6 155.3
Muj 62.1 84 22.9 16 154.7
Muj 60.7 73.6 23.5 16.5 157.9
Muj 65.3 82.4 23.7 18.1 154.6
Muj 51.5 74.2 22 15.6 149.3
Muj 66.4 83 24.1 17.4 157.5
Muj 68.3 77.4 21.9 15.7 147.6
Muj 47.8 66 21.2 14.6 149
Muj 66.4 81.8 22.2 16.1 148.9
Muj 49.4 63.4 22.2 16.3 150.3
Muj 74.6 82.7 23.6 17.2 158.4
Muj 64.7 83.2 21.5 15.3 146.7
Muj 59.7 93.3 21.4 15.5 143.4
Muj 59.2 73.1 24.3 17.5 167.4
Muj 50.5 67.1 23.4 16.7 165.4
Muj 66.9 90.6 20.8 15.3 141.8
Muj 69.4 83.1 23.5 17.3 159.6
Muj 62.2 76.2 22.5 16 153.5
Muj 56.3 71.1 23.5 17.5 154.3
Muj 68.3 76.6 23.6 16 162.7
Muj 52.9 72.1 23.4 16.5 159.1
Muj 49.2 66.2 21.5 15.8 148.6
Muj 66.3 82.8 22.8 16.7 160.4
Muj 73.5 82 25.2 18.3 163.8
Muj 50.4 67.4 24 17.4 161.4
Muj 66.4 70.1 24.2 17.1 168.8
Muj 66 87 22.4 16.3 150.1
Muj 65.2 90 22.4 16.2 153.2
Muj 53.9 67 24.2 17.4 159.7
Muj 59.1 80.3 23.3 17.3 151.2
Muj 66.3 83 22.6 15.7 152.4
Muj 67.2 85.3 21.9 16.8 154.7
Muj 53.6 68.2 21.3 14.6 149.8
Muj 54.3 75.5 21.5 15.8 147.3
Muj 64 87.2 22 17.1 152.3
Muj 52.5 71.2 21.7 15.9 151
Muj 64.5 85.4 23.5 17.3 157.7
Muj 54.4 71.1 22 15.8 156.2
Muj 72.1 86.2 24.3 16.8 156.3
Muj 54 67.4 24.6 17.7 165.2
Muj 65.3 77.3 24.1 17.5 161.3
Muj 63.8 81.5 23.9 16.9 161
Muj 58.9 77.9 23.5 16.5 159
Muj 49.9 68.8 22.8 16.1 149.4
Muj 66 79.7 23.6 16.2 156.1
Muj 45.4 63.2 22.2 15.9 149.7
Muj 61.6 81.6 22.2 16.2 153.2
Muj 58.7 77.9 21.7 16.1 156.6
Muj 73.2 89.6 23 16.3 151
Muj 63.4 82.6 22.3 16.8 148.3
Muj 55.5 73.6 21.8 16.5 156.4
Muj 70.6 78.1 22.7 16.8 154.3
Muj 60.1 79.8 21.7 15.3 151.4
Muj 59.9 80.8 23.4 16.8 146.5
Muj 63.2 82.8 23.4 17.1 154.2
Muj 56 74.4 23.3 16 155.7
Muj 62.2 77.2 24.2 18.1 159.9
Muj 48.5 61 22.4 16.2 156.7
Muj 53 67.1 22 15.3 153.6
Muj 62.3 83.6 22.2 16.2 152.5
Muj 60.4 79.3 22.7 15.9 152.4
Muj 64.9 80.6 22.8 16.5 156
Muj 71.6 96.5 22.8 16.5 150.3
Muj 72.7 87.8 23.3 16.3 156.5
Muj 57.8 72.7 23.4 16.9 157.5
Muj 53.6 73.3 22.9 16.3 155.3
Muj 46.2 62.9 22 16 154.2
Muj 62.8 80.4 23.5 16.5 156.6
Muj 74.4 91.3 24.7 18.1 160.5
Muj 55.5 79 22.1 15.8 150.2
Muj 56.9 74.9 21.4 14.9 152.1
Muj 57.2 71.3 24.2 17.2 156.3
Muj 53.1 69 22 16.1 151.7
Muj 69.1 77.3 24.1 16.9 159.8
Muj 50 63.6 22.4 16.1 154.7
Muj 69.4 80.8 25.2 17.9 167.2
Muj 60.9 66.7 23.9 18 166.6
Muj 80.3 96.1 24 17.8 153.8
Muj 53 68.7 21.6 16.1 157.3
Muj 60.7 77.9 22.7 16.5 160.1
Muj 50.4 69.5 22.1 15.5 152.6
Muj 47.5 65 21.5 16 151.2
Muj 50.9 71.6 22.4 17.4 151.5
Muj 45.9 64.2 22.1 15.7 154.3
Muj 77.4 94.6 23.4 17.3 156.4
Muj 64 83.6 22.5 16.3 154.7
Muj 60.7 81.2 22.2 16.2 150.5
Muj 60.9 75.6 22.3 16.2 152.2
Muj 55.8 67.3 24 16.8 161.2
Muj 56.2 67.6 23.4 17 155.3
Muj 61.7 79.3 23.4 16.5 153
Muj 52.9 68.8 22.1 16.3 148.6
Muj 62.4 70 25.7 18.4 175.3
Muj 55 66.6 24.5 17 154.7
Muj 65.6 74.4 24.4 17.8 164.3
Muj 58.1 78.7 23.2 16.4 154.7
Muj 53.7 69.2 22.5 17 153.4
Muj 43.1 64.2 22.2 16.7 150.8
Muj 47.1 58.3 23.6 16.8 157.6
Muj 53.6 64.5 22.2 15.9 155.5
Muj 57.6 69.4 24.4 17.6 163.3
Muj 61.6 80.2 22.5 15.8 152.5
Muj 59.1 79.4 22.1 15.9 151.6
Muj 50.8 67.2 22.8 16.7 157.6
Muj 64.8 71.1 25 17.2 161.9
Muj 53.7 71.7 22.8 15.6 153.8
Muj 51.9 65.2 24.2 18 155.1
Muj 47.2 63 22.7 16.7 158.4
Muj 81.5 104.1 23.5 17.4 156.5
Muj 51.1 73 21.4 15.2 140.6
Muj 59.7 70.5 24.6 17.1 162.8
Muj 71.5 87.7 23.2 16.3 146.5
Muj 50.1 75 23 16.4 150.6
Muj 65.1 89.8 22.3 16.1 144.4
Muj 62.6 91.8 22.2 15.6 146.4
Muj 73.7 89.5 24.3 17.1 154.5
Muj 60.1 78.4 21.8 15.2 143.6
Muj 73.4 83.5 24.9 18 170.5
Muj 51.8 73 21.1 15.7 146.5
Muj 59.3 73.8 23.6 17 155.6
Muj 42.8 62 21.9 15.9 147.7
Muj 54.9 66.9 22.6 16.7 157.3
Muj 69.5 73 23.5 17.2 162.3
Muj 53.2 70.7 22.3 16.5 154.4
Muj 50.9 66.7 22.3 15.9 157.8
Muj 56.8 73.3 22 15.6 153.3
Muj 49 65 21 15.9 155.8
Muj 56 69.7 23.3 16.6 153.2
Muj 52.2 66.2 22.5 15.6 156
Muj 53.2 72 22 16.2 152
Muj 56 68.1 22.3 16.6 157.6
Muj 51.5 70.9 22.4 16.1 152.6
Muj 61.3 73.9 22.1 15.6 153.2
Muj 56.8 65.3 24.4 17.2 170.7
Muj 74.1 85.2 23.5 17.4 161.2
Muj 63 88.3 23.2 16.5 149.8
Muj 60.6 76.4 22.9 17.1 163.6
Muj 68 75.2 24.1 17.1 162.4
Muj 85 105.5 23.5 16.7 150.5
Muj 64 81.6 22.7 16.2 149.6
Muj 61.5 73.3 23.4 17.3 160
Muj 59 74.9 22.3 16.1 150.2
Muj 64 84.1 23.5 17.3 161.2
Muj 68 87.5 22.4 16.5 155.7
Muj 53.5 71.9 22 17 152
Muj 56 70 22.8 16.3 148
Muj 54 73.9 22 16.3 152.4
Muj 50 69.6 22.8 16.2 154.1
Muj 65 74.5 23.2 17.6 162.1
Muj 62 77.6 23.1 17 154.7
Muj 55 75.4 22.6 16.7 151
Muj 60 78.9 21.8 16.3 152.1
Muj 57.2 74.9 21.8 15.8 153.3
Muj 57.4 74.4 22.9 17.4 164.3
Muj 52.9 68.8 22 16.7 153
Muj 68.9 79.5 22.9 16.7 157.6
Muj 61.5 79.6 22.6 16.3 153.5
Muj 67.6 79.6 23.7 16.8 156.6
Muj 56 73.7 22.4 16.2 153.4
Muj 60.2 76.6 22.1 16.1 152.5
Muj 57.3 73.9 22.9 16.1 158.7
Muj 46.9 72.6 22 16.2 156.4
Muj 60.3 74.3 23.6 17.1 157.8
Muj 48 70.1 22.1 15.9 149.3
Muj 55.1 74.1 23.1 17.1 155.6
Muj 53 72.7 22.4 17.3 153.5
Muj 47.1 66.1 22.9 16.6 156.9
Muj 56.7 84.6 21.8 15.6 147.8
Muj 53.9 79 22.8 16.4 153.7
Muj 58.7 68.8 24.5 17 156.2
Muj 54.5 76 24.4 17.4 155.2
Muj 54.8 71.5 21.9 16.1 151.1
Muj 58.6 75.4 21.4 16 145.7
Muj 49.1 68.4 21.9 16 153.4
Muj 48 69.6 21.5 16.2 147.5
Muj 58.9 70.9 24.5 17.4 166.3
Muj 44.9 62.5 22.3 16.6 147.3
Muj 55.7 73.1 22.7 16.6 149
Muj 58.5 77.6 22.5 16.4 152.4
Muj 69.9 88.4 25.2 18.5 164.9
Muj 57.3 73.4 22.4 16.6 151.3
Muj 52.7 67.2 23.4 16.6 154.2
Muj 46.9 60.3 22.7 17.2 156.2
Muj 65.3 72 24.5 17.5 162.1
Muj 46.9 71.2 21 15.3 145.7
Muj 67.8 77.4 21.7 16.7 149
Muj 61.9 81.2 23.1 16.6 157.2
Muj 60.5 72.2 23.7 17.2 160.6
Muj 53.2 68.5 22.6 17.1 157.5
Muj 54.8 68 22 15.7 158.6
Muj 57.5 70.6 23 17 160.4
Muj 47.9 61.4 21.6 16.5 154.3
Muj 89.6 105 24.4 18.4 163.4
Muj 75 83.6 24.4 17.6 158
Muj 76.2 85.2 23.1 16.5 158.3
Muj 59.9 73.9 23.1 16.4 156.3
Muj 48.4 67.7 21.2 16.7 155
Muj 59.4 73.9 21.4 16.7 147.8
Muj 67.7 82.9 22.4 16.5 156.6
Muj 64.5 80.7 23.5 16.8 156.6
Muj 60.3 74 22.8 17.3 164.4
Muj 50.2 66 22.2 16.1 156.9
Muj 77.3 96.4 24 17.6 156.7
Muj 63.1 76.5 22.4 16.6 159.8
Muj 56.5 67.7 24.6 17.4 161.1
Muj 48.6 62.7 22.6 16.5 159.6
Muj 60.3 73.4 23.8 17.5 159.2
Muj 52.2 75.1 22.3 16.3 151.3
Muj 61.6 75.4 23.7 16.7 162.4
Muj 55.1 70 24 16.6 161.2
Muj 47.4 63.1 24.5 18 165.3
Muj 77 89.1 22.8 16.8 150.6
Muj 45.2 69 21.7 16.5 154.2
Muj 61.1 75.3 22.5 16.8 162.1
Muj 57.6 79.8 21.8 16 148.9
Muj 63.6 77.3 22.5 17.4 152.7
Muj 51.4 72.8 21.7 16.4 147.3
Muj 53.9 61.6 23.1 17.7 160.9
Muj 48.2 73.1 22.1 15.6 146.4
Muj 51.5 63.1 24.9 17.4 169.2
Muj 51.1 67.3 22.5 17 155.1
Muj 71.2 74.2 24.6 17 164.3
Muj 60.4 75.8 23.9 17.2 158.4
Muj 61.6 78.6 22 15.7 150.4
Muj 75.8 88.1 23.2 17.5 157.4
Muj 42.6 64.2 22.9 16.1 150.3
Muj 55.8 76.9 24.7 17 154.5
Muj 62.3 76.3 23.6 16.4 154.2
Muj 59.8 70.1 24.3 17.5 160.5
Muj 80.3 95 23.6 16.4 153.2
Muj 54.3 71 21.5 16.3 149.5
Muj 52.9 74.5 21 15.8 145.6
Muj 74.8 87 22.6 16.1 150.6
Muj 63 80 25.4 17.5 166.7
Muj 63.9 75.4 23.1 16.4 157.4
Muj 59.1 73.3 22.6 16.9 161.7
Muj 54.4 76 21.1 15.6 151.6
Muj 54.5 80 22 16.3 148.6
